id,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,rating
*17037,66035,Anna,Manhattan,East Village,Entire home/apt,230,9,49,43234,0.43,1,116,0.950304026
*17092,66243,Enzo,Manhattan,Hell's Kitchen,Privaate room,51,7,23,43617,0.43,1,88,0.131301179
*17693,68428,Tye And Etienne,Manhattan,Washington Heights,Privaate room,65,2,49,43634,1.6,2,336,0.659678111
*17747,68599,George,Brooklynn,Clinton Hill,Privaate room,105,2,105,43642,0.92,1,304,0.384306123
18127,69829,Josh,Manhattan,East Village,Entire home/apt,190,5,21,43467,0.2,1,224,0.97513688
18152,69942,Victoria,Manhattan,Upper East Side,Privaate room,200,1,142,43652,1.5,1,322,0.652012339
18198,70091,Justin,Queens,Woodside,Privaate room,70,30,25,43616,0.22,1,324,0.813017213
18590,71512,Blaise,Brooklynn,Fort Greene,Privaate room,95,3,143,43632,1.28,1,132,0.240582732
18728,71876,DAVID And RICK,Manhattan,Chelsea,Privaate room,150,3,167,43613,1.65,1,295,0.786497226
18764,72014,Lul̼,Brooklynn,Williamsburg,Privaate room,145,3,61,43577,0.54,4,238,0.271838998
*18764,73051,Sybilla,Manhattan,Harlem,Entire home/apt,110,31,54,43547,0.49,1,209,0.114935436
*19159,73128,JoLynn,Manhattan,Lower East Side,Entire home/apt,285,5,70,43646,0.62,1,328,0.121200047
*19169,73469,Gaia,Brooklynn,Flatbush,Entire home/apt,130,6,16,43631,0.15,1,38,0.271782402
*19282,44263,Ana,Manhattan,Lower East Side,Privaate room,94,30,94,43563,0.84,1,188,0.093630097
*19319,74303,Maggie,Brooklynn,Brooklynn Heights,Entire home/apt,800,1,25,42586,0.24,1,7,0.021243535
*19601,74857,Starlee,Brooklynn,Williamsburg,Entire home/apt,105,3,61,43321,0.53,1,272,0.199455201
*19812,62407,Edward,Manhattan,East Village,Privaate room,60,3,194,43646,1.73,1,26,0.429946285
*20299,76627,Pas,Manhattan,East Village,Privaate room,50,1,2,42414,0.05,1,0,0.490424259
*20300,72014,Lul̼,Brooklynn,Williamsburg,Privaate room,85,3,174,43638,1.54,4,288,0.426847348
*20611,961342,Augustin,Brooklynn,Bushwick,Privaate room,65,4,24,43611,0.28,1,317,0.373960327
*20724,78460,Sean & Lynette,Brooklynn,Prospect Heights,Entire home/apt,131,4,166,43643,3.4,1,207,0.149525844
*20734,51038,Erica,Brooklynn,Clinton Hill,Privaate room,98,7,16,43616,0.2,6,185,0.736600196
*20755,79070,Tracy,Brooklynn,Prospect Heights,Entire home/apt,250,7,21,43606,0.3,1,158,0.740056889
*20853,79402,Christiana,Brooklynn,Williamsburg,Entire home/apt,100,5,168,43303,1.57,1,0,0.834778692
*20913,44145,Tyrome,Brooklynn,Bushwick,Entire home/apt,105,3,118,43634,1.05,2,9,0.570882381
*21293,42032,Dana,Manhattan,upper West Side,Entire home/apt,140,3,81,43653,0.71,1,198,0.492450533
*21456,82685,Elliott,Manhattan,Harlem,Privaate room,89,1,1,43382,0.11,1,365,0.496249962
**20913,83257,Olan,Manhattan,Chelsea,Privaate room,98,30,30,43586,0.27,2,364,0.980218922
22911,87773,Shelly,Brooklynn,Bedford-Stuyvesant,Entire home/apt,125,7,139,43401,1.23,2,311,0.238211332
22918,32294,Ssameer Or Trip,Manhattan,Harlem,Privaate room,60,3,11,43468,0.87,3,219,0.965410906
23135,11481,Annette,Brooklynn,Carroll Gardens,Entire home/apt,175,2,233,43640,2.09,3,342,0.564775109
23501,63318,Meka,Manhattan,Washington Heights,Privaate room,65,2,68,41214,0.6,1,312,0.291078129
23686,93790,Ann,Manhattan,West Village,Entire home/apt,500,4,46,43603,0.55,2,243,0.441968545
*24143,97219,Seth,Brooklynn,Williamsburg,Privaate room,101,3,335,43614,3.02,1,152,0.114344554
24285,97797,Brenda,Brooklynn,Park Slope,Entire home/apt,220,30,88,43406,0.79,1,9,0.325955938
25235,87773,Shelly,Brooklynn,Bedford-Stuyvesant,Entire home/apt,125,90,162,43644,1.46,2,137,0.275145065
*23686,105538,Erik,Brooklynn,Williamsburg,Entire home/apt,80,30,29,43246,0.4,1,222,0.210240051
**24143,107628,Dena,Manhattan,Harlem,Privaate room,100,2,170,43639,1.61,1,346,0.007337497
*24285,109589,Jessica,Brooklynn,Gowanus,Entire home/apt,200,30,19,42811,0.2,1,208,0.056443614
*25235,59734,Luiz,Manhattan,Hell's Kitchen,Privaate room,59,2,334,43632,3,2,279,0.261103889
31902,51038,Erica,Brooklynn,Clinton Hill,Privaate room,125,2,19,43618,0.2,6,250,0.051835862
31994,112793,Sally,Manhattan,East Village,Entire home/apt,140,7,12,43080,0.13,1,164,0.400077242
32023,42273,Dani,Brooklynn,* South Slope ,Entire home/apt,120,30,467,43464,4.22,2,192,0.03469689
32037,72062,Bruce,Manhattan,East Village,Entire home/apt,350,2,7,42956,0.06,4,298,0.568008023
32100,115157,Nimo,Manhattan,Kips Bay,Entire home/apt,199,5,38,42340,0.38,1,260,0.660297705
32289,115307,Alexandra,Brooklynn,Williamsburg,Entire home/apt,325,3,324,43639,3.01,1,107,0.933959982
32331,115560,Stacy,Manhattan,upper West Side,Entire home/apt,235,6,27,43582,0.27,1,199,0.307076877
32363,72062,Bruce,Manhattan,East Village,Entire home/apt,225,1,115,43623,1.05,4,299,0.927317186
32965,118971,Evelyn,Brooklynn,South Slope,Privaate room,99,2,354,43605,3.2,3,20,0.096791118
31902,119510,Emma,Manhattan,Harlem,Entire home/apt,170,2,195,43647,2.03,1,318,0.307312228
31994,119588,Vero,Brooklynn,South Slope,Entire home/apt,400,2,16,43464,0.24,2,216,0.182089094
32023,119900,Sylvie,Manhattan,upper West Side,Entire home/apt,170,7,13,43642,0.12,1,224,0.931325771
32037,120223,Jen,Manhattan,East Village,Entire home/apt,100,4,25,40887,0.23,1,0,0.857029791
32100,65091,Kay,Brooklynn,Prospect-Lefferts Gardens,Privaate room,75,2,9,43378,0.08,1,324,0.30822267
32289,6197784,Jo,Brooklynn,Williamsburg,Privaate room,90,1,9,40804,0.08,1,245,0.901045371
32331,124352,Lisa,Manhattan,Upper East Side,Entire home/apt,150,5,21,42962,0.19,1,189,0.426056177
32363,124797,Fernando And Lenin,Manhattan,Washington Heights,Privaate room,85,15,36,42964,0.33,1,307,0.995633927
32965,35935,Angela,Brooklynn,Bedford-Stuyvesant,Privaate room,70,3,63,43599,0.58,2,310,0.429794811
29455,126607,Laurine,Manhattan,Harlem,Entire home/apt,120,3,155,43636,1.42,3,213,0.951872081
29628,127608,Chris,Brooklynn,Clinton Hill,Privaate room,89,3,260,43649,2.35,1,278,0.185264918
29683,125857,Uli,Manhattan,East Village,Entire home/apt,185,5,73,43641,0.66,1,209,0.834987863
30031,129352,Sol,Brooklynn,Greenpoint,Privaate room,50,3,193,43605,1.86,1,0,0.211499063
30927,120335,Cs,Manhattan,Lower East Side,Entire home/apt,105,3,32,43630,0.29,1,16,0.091634095
31130,117287,Lara,Manhattan,Hell's Kitchen,Privaate room,130,2,50,43611,0.45,3,234,0.775584696
31555,135619,Tom,Manhattan,West Village,Entire home/apt,115,29,26,43647,0.25,1,12,0.59617375
31902,137292,Sunder,Brooklynn,Flatlands,Privaate room,77,2,2,43466,0.02,1,178,0.959461632
31994,137814,Waldemar,Brooklynn,Clinton Hill,Privaate room,76,2,426,43640,3.89,3,275,0.3083908
32023,137974,Khem,Brooklynn,Bedford-Stuyvesant,Entire home/apt,125,3,227,43639,2.09,2,163,0.133384638
32037,116599,Sahr,Brooklynn,Clinton Hill,Privaate room,135,4,84,43647,0.77,3,365,0.644099951
32100,138579,Ali+Scott,Brooklynn,Greenpoint,Entire home/apt,250,29,3,42946,0.03,1,34,0.459237204
32289,139612,Elisabeth,Brooklynn,Williamsburg,Entire home/apt,199,3,10,43262,0.1,1,280,0.675062634
32331,139874,Sarah,Brooklynn,Cobble Hill,Entire home/apt,140,2,4,42484,0.04,1,0,0.27750449
32363,140025,Fredah,Queens,Flushing,Privaate room,140,2,1,40805,0.01,1,1,0.560281621
32965,137974,Khem,Brooklynn,Bedford-Stuyvesant,Entire home/apt,115,3,124,43636,1.72,2,170,0.454842289
32969,142833,Katherine,Brooklynn,Williamsburg,Entire home/apt,160,3,11,43648,0.11,1,188,0.776947731
33009,143027,Ming,Brooklynn,Williamsburg,Entire home/apt,195,4,240,43633,2.19,1,214,0.977585007
33014,143048,Paula,Manhattan,East Village,Entire home/apt,195,3,30,43633,0.28,1,248,0.903560867
33223,72014,Lul̼,Brooklynn,Williamsburg,Privaate room,80,3,200,43638,1.86,4,262,0.050700267
34760,149929,Obed,Brooklynn,Fort Greene,Privaate room,44,8,27,43645,1.05,5,280,0.880223423
35526,120291,Karen,Manhattan,West Village,Privaate room,156,4,79,43638,0.74,1,307,0.823269766
36121,62165,Michael,Brooklynn,Prospect Heights,Privaate room,85,15,9,41404,0.09,1,339,0.659588862
36133,142684,White,Brooklynn,Williamsburg,Privaate room,125,3,155,43629,1.61,1,1,0.450788248
36442,137432,Paz,Brooklynn,Prospect Heights,Entire home/apt,115,15,4,43339,0.05,1,269,0.514612833
36647,157798,Irene,Manhattan,East Harlem,Privaate room,69,2,34,42884,0.32,1,10,0.786165673
36703,158284,Karene,Manhattan,West Village,Entire home/apt,225,45,134,43555,1.24,1,312,0.199264821
36934,159370,Viviana,Brooklynn,Williamsburg,Entire home/apt,125,6,27,43461,0.25,1,189,0.319573527
38638,92788,Sara,Manhattan,Upper East Side,Entire home/apt,219,4,126,43642,1.16,2,290,0.630240674
38663,165789,Sarah,Brooklynn,Boerum Hill,Entire home/apt,475,3,23,43465,0.27,1,230,0.327938531
39267,168417,Marie,Manhattan,Upper East Side,Entire home/apt,99,1,234,43624,2.6,2,164,0.051270818
39282,168525,Gus,Brooklynn,Williamsburg,Privaate room,69,4,202,43613,1.86,2,53,0.334103497
39593,110506,Myung,Queens,Sunnyside,Privaate room,79,30,28,43567,0.26,1,126,0.351102877
39704,170510,Ren̩e,Brooklynn,Bedford-Stuyvesant,Entire home/apt,135,2,309,43638,2.86,2,3,0.97149823
40039,171851,Henry,Brooklynn,DUMBO,Privaate room,250,3,14,40658,0.13,1,189,0.27447555
40453,174025,Sylvia,Manhattan,Upper East Side,Entire home/apt,250,3,4,42636,0.08,1,365,0.78674607
41348,180083,Syl,Brooklynn,Gowanus,Entire home/apt,250,2,80,43652,2.17,1,0,0.502711597
41513,181167,Lorenzo,Manhattan,Harlem,Entire home/apt,80,3,2,42310,0.04,1,0,0.668587746
42580,137814,Waldemar,Brooklynn,Clinton Hill,Privaate room,70,2,294,43640,3.47,3,336,0.532539506
42729,11481,Annette,Brooklynn,Carroll Gardens,Entire home/apt,165,2,150,43634,1.4,3,342,0.489131561
42882,185978,Newyorkroomwithaview,Staten Island,St. George,Privaate room,70,2,166,43629,1.66,1,312,0.061502868
43957,177536,Tessa,Brooklynn,Bushwick,Privaate room,50,2,47,43635,0.94,1,37,0.778452098
44096,190409,Waundell,Bronx,Highbridge,Privaate room,40,1,219,43650,2.04,3,353,0.168782707
44161,193360,Young,Brooklynn,Williamsburg,Entire home/apt,150,2,193,42557,1.78,1,177,0.126855887
44212,72062,Bruce,Manhattan,East Village,Privaate room,125,1,84,43639,0.78,4,310,0.753408128
44221,193722,Coral,Manhattan,Financial District,Entire home/apt,196,3,114,43636,1.06,1,0,0.882559445
44229,181376,Carol,Brooklynn,Fort Greene,Privaate room,110,2,213,43640,2,2,321,0.242177203
44288,193637,Sara,Manhattan,West Village,Entire home/apt,170,3,86,43617,0.8,1,246,0.521392868
44506,126607,Laurine,Manhattan,Harlem,Entire home/apt,165,3,80,43611,0.75,3,231,0.164920565
45393,201297,Myrna,Manhattan,West Village,Entire home/apt,150,26,38,42480,0.36,1,225,0.27117423
45542,202249,Campbell,Manhattan,Harlem,Entire home/apt,100,2,18,43451,1.79,1,0,0.662767211
45556,67778,Doug,Brooklynn,Fort Greene,Privaate room,65,2,206,43646,1.92,2,0,0.14502932
45910,204539,Mark,Queens,Ridgewood,Entire home/apt,350,8,10,43597,0.11,5,365,0.52342288
45936,867225,Rahul,Manhattan,Morningside Heights,Privaate room,99,4,122,43599,1.18,2,233,0.717276489
45940,204724,Miyoung,Brooklynn,Williamsburg,Entire home/apt,200,4,33,43563,0.58,1,1,0.676015824
46544,8198,Monica,Brooklynn,Park Slope,Entire home/apt,150,5,52,43621,0.5,1,18,0.041981684
46723,209460,Marylyn,Brooklynn,Bedford-Stuyvesant,Privaate room,90,3,126,43604,1.17,4,343,0.786094164
46911,210746,Kathleen R.,Brooklynn,Prospect Heights,Privaate room,120,3,51,43640,0.48,3,250,0.1071574
47199,212722,Teresa,Manhattan,Upper East Side,Privaate room,75,3,199,43640,1.85,1,326,0.809543293
47362,214148,Robert,Brooklynn,Bedford-Stuyvesant,Entire home/apt,175,26,30,41155,0.29,1,364,0.146484296
47370,214287,Alex,Manhattan,Chelsea,Entire home/apt,125,3,3,42202,0.03,1,0,0.30184402
47926,218404,Claudia,Manhattan,Hell's Kitchen,Entire home/apt,275,1,41,43642,0.38,1,299,0.215844181
48719,221873,Shane,Manhattan,Lower East Side,Entire home/apt,299,2,109,43631,1.04,1,207,0.244530806
50447,9744,Laurie,Brooklynn,South Slope,Entire home/apt,135,5,151,43638,1.43,3,162,0.01113085
51438,236421,Jessica,Manhattan,Upper East Side,Privaate room,130,14,0,,,2,0,0.26871657
51485,236655,Erina,Manhattan,Lower East Side,Privaate room,83,1,285,43638,2.69,1,7,0.111721685
51572,237329,Lee,Manhattan,Chelsea,Privaate room,123,1,375,43634,3.52,1,328,0.36042575
51850,27848,Jullett,Queens,Jamaica,Privaate room,55,2,52,43605,0.49,2,365,0.55392078
53137,240360,Marlaine,Manhattan,Hell's Kitchen,Entire home/apt,195,5,10,43647,1.01,1,0,0.629166646
53196,247432,Charlotte,Brooklynn,Bedford-Stuyvesant,Privaate room,80,2,11,43052,0.48,1,0,0.893542628
53469,204539,Mark,Queens,Middle Village,Entire home/apt,98,30,33,42133,0.31,5,240,0.942817588
53470,204539,Mark,Queens,Ridgewood,Privaate room,140,7,6,42285,0.06,5,365,0.193871267
53477,204539,Mark,Queens,Middle Village,Entire home/apt,265,7,38,43582,0.38,5,365,0.078517893
54158,10889,Bob,Brooklynn,Williamsburg,Entire home/apt,249,2,358,43636,3.44,2,164,0.31194279
54453,255583,Anka,Manhattan,Hell's Kitchen,Shared room,105,6,10,41646,0.09,1,363,0.615955587
54466,253385,Douglas,Manhattan,Harlem,Privaate room,200,30,0,,,1,365,0.411408689
54508,210746,Kathleen R.,Brooklynn,Prospect Heights,Privaate room,100,2,226,43622,2.12,3,250,0.013566267
54544,256161,Wayne,Manhattan,Harlem,Entire home/apt,121,1,104,43638,1,5,247,0.488502049
54626,190409,Waundell,Bronx,Highbridge,Privaate room,45,1,138,43646,1.45,3,323,0.021209749
54860,258164,Jenny,Manhattan,East Harlem,Privaate room,100,5,204,43639,1.92,1,192,0.603916015
55467,260709,Paul,Brooklynn,Williamsburg,Entire home/apt,140,2,253,43648,3.04,1,125,0.365637033
55498,262138,Tami,Brooklynn,Bedford-Stuyvesant,Privaate room,71,2,23,43647,0.22,1,91,0.106476968
55668,88209,Jason,Manhattan,NoHo,Privaate room,130,2,115,43439,1.17,1,75,0.818870932
55737,263414,Pete,Manhattan,West Village,Entire home/apt,199,5,129,43604,1.22,1,286,0.025793471
55959,168525,Gus,Brooklynn,Williamsburg,Privaate room,69,4,82,43626,1.13,2,60,0.769513592
55982,264928,Sally,Brooklynn,Fort Greene,Privaate room,68,3,37,43465,0.35,1,0,0.000107478
56467,267593,Leonardo,Manhattan,East Village,Entire home/apt,130,1,204,43647,2.04,1,192,0.646896012
56525,268014,Alex,Brooklynn,Greenpoint,Entire home/apt,195,2,69,43629,0.65,1,58,0.404260185
56859,256161,Wayne,Manhattan,Harlem,Privaate room,64,1,192,43619,1.84,5,245,0.061780978
57166,272006,Vasili,Queens,Ditmars Steinway,Entire home/apt,140,2,17,43633,0.16,1,292,0.831938822
57297,199392,S.M.,Brooklynn,Cobble Hill,Entire home/apt,159,2,222,43640,2.12,1,279,0.835128975
57468,239208,Ori,Manhattan,East Village,Entire home/apt,189,3,205,43639,1.96,1,0,0.10254213
57618,274557,Ana,Manhattan,Hell's Kitchen,Entire home/apt,250,3,94,43625,0.96,1,3,0.659874621
57740,275459,I,Manhattan,East Village,Entire home/apt,239,3,7,43609,0.07,1,351,0.974516103
57754,275578,R,Manhattan,Flatiron District,Entire home/apt,305,2,108,43646,1.09,1,201,0.411732599
57874,276291,Simon,Manhattan,Harlem,Entire home/apt,155,3,222,43642,2.1,2,232,0.273772753
58059,277379,Agnes,Manhattan,Harlem,Privaate room,60,1,458,43649,4.58,2,258,0.290071719
58062,277394,Linda,Brooklynn,Windsor Terrace,Privaate room,135,2,21,43602,0.26,1,272,0.299815168
58467,279797,Dave,Manhattan,Roosevelt Island,Privaate room,120,7,17,43593,0.3,1,341,0.471259534
59014,282927,Drica,Manhattan,Lower East Side,Entire home/apt,150,3,41,43467,0.39,1,244,0.309715343
59121,204539,Mark,Queens,Ridgewood,Entire home/apt,140,14,1,41169,0.01,5,365,0.105574777
59642,274782,Betty,Brooklynn,Greenpoint,Entire home/apt,135,2,69,43604,0.67,1,12,0.429344695
59709,186084,Ricardo & Ashlie,Manhattan,Chinatown,Entire home/apt,250,4,18,43647,0.18,2,265,0.461228957
59855,288031,Leslie,Manhattan,Midtown,Entire home/apt,250,30,82,42374,0.78,1,0,0.701251024
60164,289653,Harrison,Manhattan,SoHo,Entire home/apt,500,4,94,43639,0.99,1,329,0.954399924
60457,99212,Jessica,Manhattan,Greenwich Village,Entire home/apt,225,5,10,43596,0.1,1,91,0.668436658
60611,292204,Blanca,Manhattan,East Harlem,Entire home/apt,125,28,183,43372,1.83,2,365,0.266717044
60666,256161,Wayne,Manhattan,Harlem,Privaate room,92,1,189,43627,1.82,5,253,0.608328482
60673,249372,Cynthia,Manhattan,Harlem,Privaate room,175,2,1,43380,0.11,1,365,0.391851877
60680,292630,Mich,Manhattan,East Village,Entire home/apt,99,2,127,43636,1.22,1,320,0.952657898
60794,293394,Rachel,Manhattan,upper West Side,Entire home/apt,195,4,4,42972,0.04,1,0,0.215193922
60948,126607,Laurine,Manhattan,East Harlem,Entire home/apt,140,3,135,43636,1.3,3,192,0.528439807
61167,295760,Greta,Manhattan,Little Italy,Entire home/apt,135,2,21,42350,0.2,1,0,0.801727511
61224,291112,Frank,Manhattan,Chelsea,Entire home/apt,500,2,35,42943,0.34,1,348,0.631908859
61406,297176,Bethania,Manhattan,Harlem,Privaate room,80,14,10,43617,2.21,2,0,0.997866297
61492,297769,Tunji,Manhattan,Chinatown,Privaate room,120,4,171,43639,1.8,2,353,0.227194281
61509,23619,Anna/Fonzy,Manhattan,Midtown,Entire home/apt,110,200,92,43585,0.9,1,140,0.294262602
62095,281764,Colette&Sean,Brooklynn,East Flatbush,Entire home/apt,65,3,238,43630,2.3,1,2,0.826865312
62427,303882,Brie,Manhattan,East Village,Entire home/apt,130,50,56,43611,0.58,1,56,0.943042651
62430,197755,Sheila,Brooklynn,Bushwick,Entire home/apt,99,3,111,43638,2.13,1,68,0.742071914
62452,303939,Lissette,Staten Island,Tompkinsville,Privaate room,36,2,193,43641,1.85,6,360,0.967890597
62461,303939,Lissette,Staten Island,Tompkinsville,Privaate room,37,2,147,43626,1.44,6,0,0.310006565
62787,303939,Lissette,Staten Island,Tompkinsville,Privaate room,37,2,177,43648,1.71,6,320,0.099658441
62891,306545,Olivia,Manhattan,East Village,Entire home/apt,175,3,185,43609,1.78,2,326,0.246615285
62903,306605,Daniel,Manhattan,Chelsea,Entire home/apt,205,9,62,43637,0.7,2,76,0.834662791
62925,306739,Maya,Brooklynn,Greenpoint,Entire home/apt,285,3,124,43632,1.22,3,279,0.009033825
